sort,image,word,x1,y1,x2,y2,x3,y3,x4,y4
0,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,24,582,342,693,344,692,401,581,399
1,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,the,1078,324,1295,324,1295,405,1078,405
2,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,caloua,1297,324,1733,324,1733,405,1297,405
3,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,gazett,1736,324,2129,324,2129,405,1736,405
4,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,marci,2140,332,2431,332,2431,391,2140,391
5,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,15,2474,336,2561,336,2561,403,2474,403
6,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,1911.,2602,332,2761,332,2761,393,2602,393
7,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,[part,3328,328,3523,323,3525,402,3330,407
8,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,ii,3560,330,3631,328,3633,391,3562,393
9,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,-,2651,505,2658,505,2658,514,2651,514
10,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,11,2763,503,2775,503,2775,512,2763,512
11,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,list,524,616,695,616,695,675,524,675
12,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,of,760,612,851,612,851,687,760,687
13,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,new,896,628,1091,628,1091,675,896,675
14,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,books,1152,608,1423,608,1423,675,1152,675
15,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,for,1500,608,1651,608,1651,687,1500,687
16,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,sale,1708,592,1927,592,1927,687,1708,687
17,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,at,1968,612,2063,612,2063,671,1968,671
18,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,thomason,2140,604,2651,604,2651,671,2140,671
19,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,college,2740,600,3111,600,3111,679,2740,679
20,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,roorker,3212,604,3635,604,3635,687,3212,687
21,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,which,1176,716,1479,715,1479,782,1176,783
22,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,were,1540,734,1775,733,1775,785,1540,786
23,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,not,1832,717,1983,716,1983,780,1832,781
24,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,advertised,2040,712,2567,710,2567,774,2040,776
25,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,before.,2628,709,2951,708,2951,788,2628,789
26,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,sale,1715,608,1901,608,1901,673,1715,673
27,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,at,1967,610,2063,610,2063,669,1967,669
28,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,tluson,2138,605,2651,605,2651,670,2138,670
29,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,hoorkee,506,954,773,956,773,1005,506,1003
30,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,trea,814,952,961,953,961,1000,814,999
31,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,ise,970,951,1079,952,1079,998,970,997
32,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,and,1118,950,1237,951,1237,1002,1118,1001
33,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,oivil,1283,947,1455,948,1455,1014,1283,1013
34,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,engineering-,1478,955,1923,958,1923,1011,1478,1008
35,../Crop_Reports/Bengal Crop Reports PNG/Calcutta1911_folder_19\Calcutta1911_page_1745.png,seotion,616,1032,847,1032,847,1081,616,1081
