sort,image,word,x1,y1,x2,y2,x3,y3,x4,y4
0,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,supplement,692,432,1287,432,1287,495,692,495
1,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,to,1332,436,1443,436,1443,495,1332,495
2,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,the,1488,432,1671,432,1671,495,1488,495
3,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,calcutta,1716,432,2183,432,2183,495,1716,495
4,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,gazette,2211,420,2667,420,2667,499,2211,499
5,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,april,2700,432,2979,432,2979,495,2700,495
6,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,16,3020,436,3115,436,3115,503,3020,503
7,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,1913.,3164,436,3335,436,3335,491,3164,491
8,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,483,3648,428,3769,429,3768,489,3647,488
9,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,--,848,593,880,593,880,603,848,603
10,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,n,1204,593,1235,593,1235,602,1204,602
11,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,r,1254,593,1265,593,1265,602,1254,602
12,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,--,1318,594,1328,594,1328,603,1318,603
13,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,-,1369,594,1375,594,1375,603,1369,603
14,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,w,1394,594,1408,594,1408,603,1394,603
15,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,-,2316,589,2328,589,2328,598,2316,598
16,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,-ws,2347,590,2378,590,2378,599,2347,599
17,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,--,3250,594,3301,594,3301,601,3250,601
18,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,--,3317,594,3341,594,3341,601,3317,601
19,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,-,3357,593,3370,593,3370,600,3357,600
20,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,.,2852,597,2878,597,2878,603,2852,603
21,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,*,2892,597,2894,597,2894,603,2892,603
22,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,-,2908,596,2922,596,2922,602,2908,602
23,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,-,2936,596,2938,596,2938,602,2936,602
24,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913p2_folder_2\calcgazette1913p2_page_966.png,--,2988,596,3007,596,3007,601,2988,601
