sort,image,word,x1,y1,x2,y2,x3,y3,x4,y4
0,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,supplement,780,340,1351,340,1351,407,780,407
1,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,to,1392,344,1499,344,1499,407,1392,407
2,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,the,1540,348,1719,348,1719,407,1540,407
3,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,caloutta,1760,336,2207,336,2207,411,1760,411
4,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,gazette,2248,344,2659,344,2659,411,2248,411
5,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,dec.,2704,344,2891,344,2891,407,2704,407
6,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,22,2924,332,3015,332,3015,411,2924,411
7,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,1920.,3064,344,3231,344,3231,403,3064,403
8,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,.,3232,339,3244,339,3244,415,3232,415
9,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,1437,3532,348,3671,346,3672,407,3533,409
10,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,1,248,545,252,545,252,557,248,557
11,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,appendix,1720,612,2175,612,2175,675,1720,675
12,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,i.,2256,612,2303,612,2303,675,2256,675
13,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,so0ond,914,774,1169,774,1169,821,914,821
14,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,foreoast,1206,778,1533,778,1533,823,1206,823
15,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,of,1562,780,1639,780,1639,825,1562,825
16,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,the,1672,780,1785,780,1785,825,1672,825
17,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,winter,1820,780,2067,780,2067,825,1820,825
18,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,rloo,2094,780,2237,780,2237,825,2094,825
19,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,crop,2274,780,2445,780,2445,831,2274,831
20,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,of,2463,770,2577,770,2577,833,2463,833
21,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,bongal,2588,778,2843,778,2843,831,2588,831
22,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,1920-21.,2880,778,3149,778,3149,825,2880,825
23,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,hutimat,1528,946,1677,949,1676,984,1527,981
24,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,doutturn,1696,947,1883,951,1882,989,1695,985
25,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,aa,1896,957,1935,958,1934,985,1895,984
26,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,a,1950,960,1969,960,1969,985,1950,985
27,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,percentage,1577,995,1786,994,1786,1038,1577,1039
28,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,of,1798,995,1836,995,1836,1029,1798,1029
29,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,the,1851,995,1911,995,1911,1029,1851,1029
30,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,normal,1537,1038,1671,1039,1671,1071,1537,1070
31,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,yield,1682,1037,1776,1037,1776,1079,1682,1079
32,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,per,1793,1046,1852,1046,1852,1079,1793,1079
33,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,unit,1866,1036,1946,1036,1946,1074,1866,1074
34,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,of,1674,1080,1731,1083,1729,1119,1672,1116
35,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,aron.,1726,1086,1823,1090,1822,1118,1725,1114
36,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,rtimated,1020,988,1217,988,1217,1025,1020,1025
37,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,anres,1232,998,1317,998,1317,1025,1232,1025
38,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,uuder,1332,990,1441,990,1441,1025,1332,1025
39,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,wiuter,1130,1030,1257,1031,1257,1070,1130,1069
40,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,rlor,1262,1035,1333,1036,1333,1070,1262,1069
41,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,bsti,756,1036,829,1036,829,1069,756,1069
42,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,mated,834,1033,945,1033,945,1069,834,1069
43,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,normal,778,1082,912,1081,912,1114,778,1115
44,../Crop_Reports/Bengal Crop Reports PNG/cg1920p4_folder_6\cg1920p4_page_1404.png,sm,745,1132,826,1130,827,1156,746,1158
