sort,image,word,x1,y1,x2,y2,x3,y3,x4,y4
0,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,1628,326,404,482,404,482,458,326,458
1,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,bupplement,806,398,1389,398,1389,453,806,453
2,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,to,1430,398,1541,398,1541,451,1430,451
3,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,the,1582,396,1767,396,1767,449,1582,449
4,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,oaloutta,1806,398,2267,398,2267,449,1806,449
5,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,gazette,2314,396,2739,396,2739,457,2314,457
6,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,november,2784,392,3271,392,3271,451,2784,451
7,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,9,3336,384,3399,384,3399,463,3336,463
8,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,1910.,3420,384,3597,384,3597,441,3420,441
9,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,weathe,1558,634,1981,634,1981,685,1558,685
10,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,,2057,628,2097,628,2097,693,2057,693
11,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,and,2101,628,2241,628,2241,693,2101,693
12,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,c,2289,628,2581,628,2581,693,2289,693
13,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,r.,2580,636,2931,636,2931,685,2580,685
14,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,for,1498,770,1609,770,1609,837,1498,837
15,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,the,1632,780,1723,780,1723,829,1632,829
16,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,weck,1782,784,1913,784,1913,829,1782,829
17,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,andng,1970,784,2163,784,2163,835,1970,835
18,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,the,2220,776,2305,776,2305,821,2220,821
19,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,7th,2366,776,2465,776,2465,825,2366,825
20,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,november,2506,774,2817,774,2817,827,2506,827
21,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,1910,2862,780,3037,780,3037,829,2862,829
22,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,prioo,1476,911,1591,912,1591,944,1476,943
23,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,of,1608,913,1647,914,1647,942,1608,941
24,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,oommiop,1670,911,1883,914,1883,950,1670,947
25,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,rio8,1886,914,1997,915,1997,951,1886,950
26,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,id,2005,921,2043,921,2043,943,2005,943
27,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,10eri,1587,950,1731,952,1730,988,1586,986
28,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,por,1719,956,1792,957,1792,984,1719,983
29,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,rupea.,1830,953,1959,955,1958,991,1829,989
30,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,rainfail,1100,970,1285,971,1285,1003,1100,1002
31,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,t,1314,975,1361,975,1361,998,1314,998
32,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,badar,1054,1004,1195,1003,1195,1045,1054,1046
33,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,stati,1213,1008,1307,1007,1307,1039,1213,1040
34,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,charaoter,2272,980,2503,982,2503,1018,2272,1016
35,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,of,2514,984,2559,984,2559,1015,2514,1015
36,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,the,2574,982,2649,982,2649,1013,2574,1013
37,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,woather,2666,982,2871,983,2871,1021,2666,1020
38,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,and,2886,986,2971,987,2971,1017,2886,1016
39,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,state,2986,986,3099,987,3099,1019,2986,1018
40,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,and,3112,986,3199,987,3199,1020,3112,1019
41,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,proapeote,3218,988,3427,989,3427,1025,3218,1024
42,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,ol,3450,988,3491,988,3491,1017,3450,1017
43,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,the,3506,986,3579,986,3579,1017,3506,1017
44,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,orope,3592,990,3729,991,3729,1023,3592,1022
45,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,name,590,994,721,993,721,1022,590,1023
46,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,d,740,996,778,996,778,1019,740,1019
47,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,distrim,799,991,969,989,969,1018,799,1020
48,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,thu,1445,1060,1547,1061,1547,1093,1445,1092
49,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,wook.,1566,1060,1695,1061,1695,1092,1566,1091
50,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,pravious,1769,1061,1956,1060,1956,1091,1769,1092
51,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,wnek.,1978,1062,2101,1061,2101,1089,1978,1090
52,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,inohes.,1122,1340,1349,1339,1349,1386,1122,1387
53,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,nil,1186,1405,1295,1405,1295,1457,1186,1457
54,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,rainfall,2176,1400,2449,1401,2449,1453,2176,1452
55,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,in,2500,1399,2563,1399,2563,1451,2500,1451
56,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,the,2610,1400,2709,1400,2709,1453,2610,1453
57,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,subdivisions,2786,1402,3175,1404,3175,1456,2786,1454
58,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,nil.,3230,1405,3333,1405,3333,1454,3230,1454
59,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,crops,2226,1483,2391,1482,2391,1540,2226,1541
60,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,and,2444,1468,2561,1467,2561,1539,2444,1540
61,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,planting,2616,1470,2899,1469,2899,1538,2616,1539
62,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,of,2938,1470,3003,1470,3003,1517,2938,1517
63,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,potatoes,3040,1473,3301,1472,3301,1534,3040,1535
64,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,oontinuing.,3330,1464,3701,1462,3701,1534,3330,1536
65,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,oondi-,3786,1468,4009,1467,4009,1521,3786,1522
66,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,tions,2228,1528,2391,1528,2391,1603,2228,1603
67,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,of,2416,1532,2479,1532,2479,1585,2416,1585
68,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,standing,2506,1528,2791,1528,2791,1603,2506,1603
69,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,orops,2820,1528,2985,1528,2985,1603,2820,1603
70,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,very,3012,1528,3149,1528,3149,1603,3012,1603
71,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,goud.,3176,1536,3345,1536,3345,1603,3176,1603
72,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,no,3414,1540,3531,1540,3531,1603,3414,1603
73,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,oattle-disease.,3558,1528,4005,1528,4005,1603,3558,1603
74,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,stocks,2230,1598,2435,1598,2435,1649,2230,1649
75,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_something_folder_9\calcutta_gazette_something_page_1023.png,of,2490,1598,2553,1598,2553,1649,2490,1649
