sort,image,word,x1,y1,x2,y2,x3,y3,x4,y4
0,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,supplement,796,270,1383,273,1383,341,796,338
1,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,to,1398,282,1523,283,1523,342,1398,341
2,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,the,1546,279,1727,280,1727,345,1546,344
3,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,calcutta,1744,273,2209,276,2209,348,1744,345
4,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,gazette,2232,282,2657,284,2657,356,2232,354
5,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,peb.,2686,285,2877,286,2877,349,2686,348
6,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,5,2914,287,2985,287,2985,356,2914,356
7,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,1913.,3012,285,3179,286,3179,351,3012,350
8,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,189,3528,279,3650,281,3649,362,3527,360
9,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,m,664,427,955,428,955,439,664,438
10,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,r,1005,428,1011,428,1011,439,1005,439
11,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,..,1091,429,1109,429,1109,440,1091,440
12,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,.,1237,429,1265,429,1265,440,1237,440
13,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,**-*,2628,454,2674,454,2674,464,2628,464
14,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,district,872,568,1293,572,1292,634,871,630
15,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,report,1421,568,1729,571,1728,642,1420,639
16,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,s,1865,573,1933,574,1932,645,1864,644
17,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_5\calcgazette1913_page_1302.png,on,1949,573,2005,574,2004,646,1948,645
