sort,image,word,x1,y1,x2,y2,x3,y3,x4,y4
0,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,838,380,290,503,289,504,350,381,351
1,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,supplement,800,288,1423,288,1423,351,800,351
2,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,to,1468,292,1575,292,1575,353,1468,353
3,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,the,1620,290,1807,290,1807,351,1620,351
4,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,calcutta,1848,290,2313,290,2313,353,1848,353
5,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,gazette,2358,290,2788,290,2788,355,2358,355
6,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,july,2828,292,3063,292,3063,355,2828,355
7,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,9,3100,296,3161,296,3161,363,3100,363
8,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,1913.,3216,294,3385,294,3385,359,3216,359
9,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,district,894,606,1337,604,1337,663,894,665
10,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,reports,1412,603,1859,601,1859,661,1412,663
11,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,on,1931,605,2059,604,2059,660,1931,661
12,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,n,2068,596,2079,596,2079,669,2068,669
13,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,weather,2142,606,2611,606,2611,661,2142,661
14,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,and,2688,604,2881,604,2881,665,2688,665
15,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,crops.,2961,604,3316,604,3316,667,2961,667
16,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,for,1284,768,1414,768,1414,825,1284,825
17,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,the,1456,768,1565,768,1565,825,1456,825
18,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,week,1610,768,1775,768,1775,825,1610,825
19,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,emliny,1822,766,2071,766,2071,835,1822,835
20,../Crop_Reports/Bengal Crop Reports PNG/calcgaette1913pt3_folder_1\calcgaette1913pt3_page_339.png,m,2112,788,2199,788,2199,825,2112,825
