sort,image,word,x1,y1,x2,y2,x3,y3,x4,y4
0,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,supplement,736,398,1295,398,1295,463,736,463
1,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,to,1336,406,1439,406,1439,463,1336,463
2,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,the,1480,402,1657,402,1657,463,1480,463
3,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,calcutta,1700,396,2141,396,2141,461,1700,461
4,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,gazette,2182,400,2581,400,2581,469,2182,469
5,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,may,2626,402,2815,402,2815,463,2626,463
6,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,29,2856,404,2947,404,2947,467,2856,467
7,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,1912.,2994,400,3157,400,3157,461,2994,461
8,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,699,3472,406,3585,404,3586,469,3473,471
9,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,i,2410,568,2422,568,2422,575,2410,575
10,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,--,2461,570,2491,570,2491,575,2461,575
11,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,-,2498,570,2506,570,2506,573,2498,573
12,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,district,818,698,1237,698,1237,757,818,757
13,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,reports,1308,698,1735,698,1735,759,1308,759
14,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,on,1839,690,1953,690,1953,765,1839,765
15,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,weather,1998,696,2443,696,2443,759,1998,759
16,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,and,2512,704,2695,704,2695,759,2512,759
17,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,crops,2764,704,3079,704,3079,763,2764,763
18,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,for,1130,854,1261,854,1261,913,1130,913
19,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,the,1302,858,1405,858,1405,913,1302,913
20,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,week,1444,858,1613,858,1613,915,1444,915
21,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,ending,1650,854,1885,854,1885,927,1650,927
22,../Crop_Reports/Bengal Crop Reports PNG/calcgzette1912_folder_8\calcgzette1912_page_2098.png,on,1926,868,2011,868,2011,909,1926,909
