sort,image,word,x1,y1,x2,y2,x3,y3,x4,y4
0,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,1084,278,290,429,289,430,349,279,350
1,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,supplement,489,286,1072,281,1073,345,490,350
2,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,to,1116,283,1223,282,1224,339,1117,340
3,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,the,1270,277,1455,275,1456,336,1271,338
4,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,calcutta,1499,277,1959,273,1960,334,1500,338
5,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,gazette,2005,270,2426,266,2427,335,2006,339
6,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,august,2469,267,2818,264,2819,326,2470,329
7,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,14,2866,264,2963,263,2964,331,2867,332
8,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,1912.,3010,260,3193,258,3194,322,3011,324
9,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,final,501,4610,503,4411,563,4411,561,4610
10,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,forecast,504,4354,506,4055,570,4056,568,4355
11,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,of,506,4002,507,3927,582,3928,581,4003
12,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,the,507,3878,508,3775,567,3775,566,3878
13,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,early,512,3722,513,3535,585,3536,584,3723
14,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,variety,510,3466,512,3203,588,3204,586,3467
15,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,of,513,3150,514,3071,589,3072,588,3151
16,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,the,518,3022,519,2919,578,2919,577,3022
17,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,til,519,2862,520,2759,575,2759,574,2862
18,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,crop,516,2702,517,2535,592,2536,591,2703
19,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,of,518,2486,519,2407,594,2408,593,2487
20,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,the,519,2358,520,2255,579,2255,578,2358
21,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,presidency,520,2210,523,1823,599,1824,596,2211
22,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,and,523,1766,524,1631,584,1631,583,1766
23,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,burdwan,525,1570,528,1223,588,1223,585,1570
24,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,divisions,618,3210,619,2861,686,2861,685,3210
25,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,1912.,622,2806,623,2637,678,2637,677,2806
26,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,scrvet.,885,2707,885,2532,918,2532,918,2707
27,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,ivhisvuv),876,2276,876,2523,841,2523,841,2276
28,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,ihl,874,2544,874,2630,847,2630,847,2544
29,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,koh,881,2656,881,2747,842,2747,842,2656
30,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,3,881,2830,881,2867,842,2867,842,2830
31,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,remarks,1019,1136,1021,965,1057,965,1055,1136
32,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,:,1064,1122,1063,1100,1105,1098,1106,1120
33,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,by,1063,1090,1061,1057,1103,1055,1105,1088
34,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,the,1066,1057,1063,996,1096,994,1099,1055
35,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,disthict,1105,4822,1108,4618,1140,4619,1137,4823
36,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,remarks,1119,1868,1121,1699,1155,1699,1153,1868
37,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,by,1123,1683,1123,1639,1161,1639,1161,1683
38,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,distrist,1122,1620,1124,1474,1158,1474,1156,1620
39,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,ofmrers.,1124,1455,1126,1309,1161,1309,1159,1455
40,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,culture,1194,1130,1195,981,1227,981,1226,1130
41,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,e--,1498,1361,1498,1393,1492,1393,1492,1361
42,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,--,1497,1423,1497,1441,1491,1441,1491,1423
43,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,of,1564,2860,1564,2893,1531,2893,1531,2860
44,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,ii,1565,2624,1565,2660,1534,2660,1534,2624
45,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,el,1570,2108,1570,2145,1539,2145,1539,2108
46,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,.,1637,1590,1637,1595,1632,1595,1632,1590
47,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,--,1637,1608,1637,1618,1632,1618,1632,1608
48,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,---,1635,1626,1635,1657,1631,1657,1631,1626
49,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,b,1712,2302,1712,2347,1673,2347,1673,2302
50,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,y,1706,2408,1706,2435,1675,2435,1675,2408
51,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,216,1761,2336,1762,2275,1793,2275,1792,2336
52,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,eul,1759,2234,1760,2161,1794,2161,1793,2234
53,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,of,1759,2144,1759,2107,1794,2107,1794,2144
54,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,mai,1762,2088,1763,2007,1794,2007,1793,2088
55,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,the,1763,1968,1764,1893,1796,1893,1795,1968
56,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,weather,1766,1878,1768,1727,1800,1727,1798,1878
57,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,and,1765,1714,1766,1643,1799,1643,1798,1714
58,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,general,1768,1628,1770,1483,1807,1483,1805,1628
59,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,cundition,1768,1472,1770,1291,1805,1291,1803,1472
60,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,of,1771,1276,1771,1239,1804,1239,1804,1276
61,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,the,1771,1224,1772,1163,1804,1163,1803,1224
62,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,!,1718,4330,1718,4333,1690,4333,1690,4330
63,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,end,1754,4086,1754,4014,1785,4014,1785,4086
64,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,of,1754,3997,1754,3961,1785,3961,1785,3997
65,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,frie,1754,3943,1754,3865,1784,3865,1784,3943
66,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,1913-04.,1755,2700,1756,2552,1790,2552,1789,2700
67,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,008,1786,3708,1785,3783,1754,3782,1755,3707
68,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,e,1784,3788,1784,3805,1753,3804,1753,3787
69,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,tiu,1802,2198,1802,2129,1841,2129,1841,2198
70,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,june,1802,2126,1802,2029,1842,2029,1842,2126
71,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1912julysept_folder_9\calcgazette1912julysept_page_969.png,erop,1813,1944,1814,1861,1843,1861,1842,1944
