sort,image,word,x1,y1,x2,y2,x3,y3,x4,y4
0,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,bupplement,788,354,1321,354,1321,413,788,413
1,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,to,1358,352,1455,352,1455,411,1358,411
2,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,the,1496,356,1661,356,1661,415,1496,415
3,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,oaloutta,1698,352,2113,352,2113,415,1698,415
4,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,gazette,2154,354,2537,354,2537,423,2154,423
5,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,august,2578,350,2903,350,2903,411,2578,411
6,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,9,2942,356,2993,356,2993,423,2942,423
7,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,1911.,3034,354,3197,354,3197,411,3034,411
8,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,1055,3508,356,3649,354,3650,409,3509,411
9,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,weather,1400,624,1793,624,1793,683,1400,683
10,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,and,1860,622,2025,622,2025,681,1860,681
11,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,crop,2090,620,2277,620,2277,679,2090,679
12,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,,2346,626,2643,626,2643,685,2346,685
13,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,for,1350,782,1455,782,1455,837,1350,837
14,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,the,1490,786,1569,786,1569,837,1490,837
15,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,week,1620,786,1745,786,1745,839,1620,839
16,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,ending,1794,782,1977,782,1977,845,1794,845
17,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,the,2026,780,2107,780,2107,833,2026,833
18,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,7th,2170,780,2261,780,2261,835,2170,835
19,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,august,2318,786,2525,786,2525,853,2318,853
20,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,1911.,2568,784,2731,784,2731,839,2568,839
21,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,prine,1332,932,1435,932,1435,962,1332,962
22,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,of,1450,934,1486,934,1486,961,1450,961
23,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,oommop,1504,932,1704,932,1704,969,1504,969
24,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,rioe,1696,937,1785,937,1785,965,1696,965
25,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,in,1808,932,1856,932,1856,969,1808,969
26,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,iners,1429,977,1551,978,1551,1016,1429,1015
27,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,per,1549,983,1615,983,1615,1012,1549,1012
28,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,u,1629,982,1671,982,1671,1006,1629,1006
29,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,pos.,1678,980,1756,981,1756,1015,1678,1014
30,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,raintall,991,996,1158,997,1158,1029,991,1028
31,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,al,1183,998,1225,998,1225,1027,1183,1027
32,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,badar,946,1034,1074,1034,1074,1077,946,1077
33,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,smtlen,1097,1034,1249,1034,1249,1077,1097,1077
34,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,obareoter,2058,1010,2269,1012,2269,1050,2058,1048
35,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,ohe,2280,1014,2401,1015,2401,1048,2280,1047
36,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,weatbe,2418,1013,2603,1015,2603,1053,2418,1051
37,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,ud,2618,1015,2695,1016,2695,1050,2618,1049
38,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,stato,2710,1018,2815,1019,2815,1051,2710,1050
39,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,and,2828,1015,2905,1016,2905,1050,2828,1049
40,../Crop_Reports/Bengal Crop Reports PNG/TheCalcutta1911adsf_folder_9\TheCalcutta1911adsf_page_1124.png,proepeots,2922,1018,3117,1020,3117,1058,2922,1056
