sort,image,word,x1,y1,x2,y2,x3,y3,x4,y4
0,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,1522,172,276,339,274,340,341,173,343
1,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,supplemmnt,688,258,1335,255,1335,336,688,339
2,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,to,1387,254,1553,253,1553,338,1387,339
3,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,the,1555,253,1869,251,1869,336,1555,338
4,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,a.outt,1871,251,2371,248,2371,334,1871,337
5,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,(zettk,2375,248,2843,245,2843,331,2375,334
6,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,nov.,2874,254,3103,253,3103,324,2874,325
7,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,12,3154,254,3253,253,3253,324,3154,325
8,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,1913.,3308,253,3495,252,3495,318,3308,319
9,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,districtr,716,608,1207,606,1207,673,716,675
10,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,report,1356,596,1687,594,1687,674,1356,676
11,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,s,1836,595,1939,595,1939,674,1836,674
12,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,on,1897,591,2025,591,2025,676,1897,676
13,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,weather,2080,603,2595,603,2595,664,2080,664
14,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,and,2680,598,2887,598,2887,664,2680,664
15,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,crops,2967,600,3323,600,3323,668,2967,668
16,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,por,1012,788,1155,787,1155,850,1012,851
17,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,the,1208,791,1323,790,1323,849,1208,850
18,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,weelk,1372,778,1583,777,1583,857,1372,858
19,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,enuliny,1604,785,1875,784,1875,855,1604,856
20,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,on,1920,803,2015,803,2015,847,1920,847
21,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,the,2068,779,2187,778,2187,841,2068,842
22,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,10th,2232,782,2399,781,2399,844,2232,845
23,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,vovember,2456,781,2859,779,2859,846,2456,848
24,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,1913.,2904,770,3115,769,3115,849,2904,850
25,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,summary-no,344,964,999,964,999,1043,344,1043
26,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,rain,1032,972,1191,972,1191,1035,1032,1035
27,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,fell,1236,968,1351,968,1351,1027,1236,1027
28,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,during,1388,964,1663,964,1663,1039,1388,1039
29,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_6\calcgazt1913pt4_page_1410.png,the,1700,960,1823,960,1823,1023,1700,1023
