sort,image,word,x1,y1,x2,y2,x3,y3,x4,y4
0,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,86,385,295,461,295,461,350,385,350
1,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,supplement,888,294,1445,298,1445,358,888,354
2,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,to,1486,302,1587,303,1587,359,1486,358
3,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,the,1628,300,1803,301,1803,361,1628,360
4,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,calcutta,1844,302,2279,305,2279,365,1844,362
5,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,gazette,2322,302,2721,305,2720,376,2322,373
6,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,jn,2757,299,2999,301,2998,376,2756,374
7,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,22,2984,312,3075,313,3075,379,2984,378
8,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,1913.,3120,311,3281,312,3281,372,3120,371
9,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,h,817,458,830,458,830,467,817,467
10,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,---n,888,459,935,459,935,468,888,468
11,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,i,941,460,945,460,945,466,941,466
12,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,1,968,460,986,460,986,466,968,466
13,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,-,988,459,1001,459,1001,468,988,468
14,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,----,1046,460,1086,460,1086,469,1046,469
15,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,-,1688,452,1695,452,1695,462,1688,462
16,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,in,1731,453,1746,453,1746,460,1731,460
17,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,i,2178,458,2200,458,2200,465,2178,465
18,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,d,2203,457,2209,457,2209,467,2203,467
19,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,_-,2254,457,2286,457,2286,467,2254,467
20,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,i,2851,463,2858,463,2858,472,2851,472
21,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,--,2921,465,2933,465,2933,474,2921,474
22,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,---,3051,467,3105,467,3105,475,3051,475
23,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,7,3120,468,3146,468,3146,474,3120,474
24,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,-,3150,465,3164,465,3164,476,3150,476
25,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,--,3246,465,3264,465,3264,476,3246,476
26,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,district,860,588,1279,590,1279,649,860,647
27,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,reports,1350,591,1775,593,1775,650,1350,648
28,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,on,1890,588,1985,589,1985,662,1890,661
29,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,weather,2034,599,2477,601,2477,658,2034,656
30,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,and,2548,603,2727,604,2727,659,2548,658
31,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,crops,2798,593,3107,595,3107,662,2798,660
32,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,for,1154,744,1281,746,1280,798,1153,797
33,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,the,1322,748,1425,749,1424,800,1321,799
34,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,week,1464,748,1631,750,1630,803,1463,801
35,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,ending,1668,748,1897,751,1896,818,1667,815
36,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,on,1938,765,2019,766,2019,805,1938,804
37,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,the,2062,751,2165,752,2164,807,2061,806
38,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,20th,2204,752,2355,754,2354,810,2203,808
39,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,january,2394,750,2709,754,2708,828,2393,824
40,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,1913.,2754,759,2913,761,2912,814,2753,812
41,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,summary.-during,536,852,1247,858,1246,930,535,924
42,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,the,1304,858,1411,859,1411,915,1304,914
43,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,week,1460,858,1633,859,1633,916,1460,915
44,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,under,1692,861,1893,863,1893,921,1692,919
45,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,report,1946,870,2157,872,2156,935,1945,933
46,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,there,2212,864,2391,866,2391,924,2212,922
47,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,was,2448,884,2573,885,2573,924,2448,923
48,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,no,2628,887,2711,888,2711,928,2628,927
49,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,rainfall,2768,870,3021,872,3021,930,2768,928
50,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,throughout,3062,873,3459,876,3458,948,3061,945
51,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,the,3502,877,3613,878,3613,935,3502,934
52,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,province.,390,930,723,933,722,992,389,989
53,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,the,800,924,931,925,930,988,799,987
54,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,harvesting,986,931,1357,934,1356,1004,985,1001
55,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,of,1422,936,1487,937,1487,992,1422,991
56,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,aman,1550,948,1755,950,1755,994,1550,992
57,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,rice,1804,940,1930,941,1930,995,1804,994
58,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,is,1986,934,2039,934,2038,995,1985,995
59,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,almost,2104,942,2335,944,2335,996,2104,994
60,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,completed.,2400,943,2781,946,2780,1016,2399,1013
61,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,the,2860,946,2993,947,2992,1006,2859,1005
62,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,sowing,3044,943,3297,945,3296,1021,3043,1019
63,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,of,3348,955,3413,956,3413,1010,3348,1009
64,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,rabi,3464,953,3611,954,3610,1010,3464,1009
65,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,crops,388,1020,573,1022,573,1073,388,1071
66,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,bas,628,1006,739,1007,739,1062,628,1061
67,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,been,792,1007,947,1008,947,1060,792,1059
68,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,finished,1004,1004,1277,1006,1276,1063,1004,1061
69,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,and,1334,1008,1457,1009,1457,1062,1334,1061
70,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,the,1514,1010,1621,1011,1621,1066,1514,1065
71,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,harvesting,1678,1011,2049,1014,2048,1084,1677,1081
72,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,has,2094,1015,2203,1016,2203,1069,2094,1068
73,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,begun,2272,1016,2485,1018,2484,1086,2271,1084
74,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,in,2552,1019,2621,1020,2621,1073,2552,1072
75,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,places.,2678,1020,2903,1022,2902,1089,2677,1087
76,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,the,2980,1020,3113,1021,3112,1079,2979,1078
77,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,prospects,3170,1026,3495,1029,3494,1097,3169,1094
78,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,of,3550,1026,3615,1027,3615,1082,3550,1081
79,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,standing,384,1078,691,1080,690,1149,383,1147
80,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,rabi,720,1078,865,1079,865,1135,720,1134
81,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,crops,892,1093,1075,1094,1075,1148,892,1147
82,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,are,1102,1095,1205,1096,1205,1154,1102,1153
83,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,good.,1234,1080,1415,1081,1414,1149,1233,1148
84,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,the,1492,1082,1625,1083,1625,1139,1492,1138
85,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,pressing,1658,1087,1951,1089,1950,1153,1658,1151
86,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,of,1976,1086,2043,1087,2043,1141,1976,1140
87,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,sugarcane,2084,1103,2429,1106,2429,1157,2084,1154
88,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,is,2488,1094,2539,1094,2539,1148,2488,1148
89,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,going,2596,1095,2793,1097,2792,1166,2595,1164
90,../Crop_Reports/Bengal Crop Reports PNG/calcgazette1913_folder_3\calcgazette1913_page_967.png,on.,2840,1113,2943,1114,2943,1149,2840,1148
