sort,image,word,x1,y1,x2,y2,x3,y3,x4,y4
0,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,1384,332,314,479,313,479,370,332,371
1,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,supplement,858,308,1435,308,1435,367,858,367
2,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,to,1478,308,1587,308,1587,365,1478,365
3,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,the,1628,306,1811,306,1811,365,1628,365
4,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,caloutta,1854,306,2309,306,2309,365,1854,365
5,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,gazette,2356,298,2777,298,2777,373,2356,373
6,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,ot.,2800,296,2999,296,2999,365,2800,365
7,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,9,3040,296,3105,296,3105,371,3040,371
8,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,1912.,3122,298,3309,298,3309,365,3122,365
9,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,district,822,596,1259,596,1259,655,822,655
10,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,report,1388,588,1713,588,1713,663,1388,663
11,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,s,1858,588,1929,588,1929,663,1858,663
12,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,on,1934,588,1993,588,1993,663,1934,663
13,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,weather,2048,596,2509,596,2509,651,2048,651
14,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,and,2586,598,2771,598,2771,651,2586,651
15,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,crops,2844,594,3161,594,3161,663,2844,663
16,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,for,1169,750,1293,750,1293,801,1169,801
17,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,the,1340,751,1445,751,1445,802,1340,802
18,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,week:,1484,746,1679,746,1679,815,1484,815
19,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,enuliny,1700,751,1939,751,1939,815,1700,815
20,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,om,1981,768,2066,768,2066,803,1981,803
21,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,the,2113,750,2219,750,2219,803,2113,803
22,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,7th,2267,750,2374,750,2374,801,2267,801
23,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,october,2422,749,2690,749,2690,804,2422,804
24,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,1912.,2741,751,2901,751,2901,804,2741,804
25,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,summury.-during,488,864,1223,864,1223,935,488,935
26,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,the,1268,860,1379,860,1379,915,1268,915
27,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,week,1412,864,1591,864,1591,915,1412,915
28,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,under,1624,864,1835,864,1835,919,1624,919
29,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,report,1872,868,2099,868,2099,935,1872,935
30,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,the,2116,860,2227,860,2227,915,2116,915
31,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,rainfall,2260,860,2523,860,2523,915,2260,915
32,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,was,2556,880,2687,880,2687,915,2556,915
33,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,light,2720,864,2891,864,2891,931,2720,931
34,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,to,2920,868,2987,868,2987,915,2920,915
35,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,mnoderate,3016,860,3347,860,3347,919,3016,919
36,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,through-,3380,864,3695,864,3695,935,3380,935
37,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,out,336,946,451,946,451,997,336,997
38,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,the,498,944,609,944,609,995,498,995
39,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,province.,662,932,995,932,995,1005,662,1005
40,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,the,1076,936,1213,936,1213,991,1076,991
41,../Crop_Reports/Bengal Crop Reports PNG/yetanothercalcgazpart11912_folder_4\yetanothercalcgazpart11912_page_277.png,fall,1248,936,1357,936,1357,991,1248,991
