sort,image,word,x1,y1,x2,y2,x3,y3,x4,y4
0,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,appendix,1564,616,2227,629,2225,729,1562,716
1,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,i:.-,2300,630,2491,634,2489,714,2298,710
2,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,second,484,776,807,781,806,867,483,863
3,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,forecast,852,793,1271,799,1270,882,851,876
4,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,of,1320,804,1431,806,1430,889,1319,887
5,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,the,1468,805,1611,807,1610,891,1467,889
6,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,winter,1680,812,2016,817,2015,897,1679,892
7,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,rice,2064,818,2267,821,2266,896,2063,893
8,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,crop,2320,813,2543,816,2542,904,2319,901
9,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,of,2592,817,2699,818,2698,906,2591,905
10,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,eenyal,2736,819,3091,824,3090,912,2735,907
11,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,1918-14.,3140,817,3495,822,3494,894,3139,889
12,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,batimated,596,1142,873,1142,873,1189,596,1189
13,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,normal,638,1194,831,1192,831,1237,638,1239
14,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,aron,666,1244,795,1244,795,1281,666,1281
15,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,mader,644,1284,811,1283,811,1328,644,1329
16,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,winter,642,1328,806,1329,806,1372,642,1371
17,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,btimated,1480,1044,1735,1046,1735,1093,1480,1091
18,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,out-,1762,1048,1867,1049,1867,1093,1762,1092
19,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,buru,1546,1100,1659,1102,1658,1139,1545,1137
20,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,ma,1688,1106,1789,1107,1789,1138,1688,1137
21,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,pernentage,1512,1147,1779,1143,1780,1191,1513,1195
22,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,of,1798,1143,1843,1142,1844,1189,1799,1190
23,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,cha,1524,1194,1605,1194,1605,1229,1524,1229
24,../Crop_Reports/Bengal Crop Reports PNG/calcgazt1913pt4_folder_11\calcgazt1913pt4_page_2260.png,uurm,1630,1194,1805,1194,1805,1229,1630,1229
