sort,image,word,x1,y1,x2,y2,x3,y3,x4,y4
0,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,,3020,306,3084,306,3084,337,3020,337
1,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,!,3087,311,3090,311,3090,331,3087,331
2,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,1260,406,462,529,461,530,518,407,519
3,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,bupplement,724,448,1207,442,1208,505,725,511
4,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,to,1232,445,1327,444,1328,503,1233,504
5,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,the,1352,428,1515,426,1516,501,1353,503
6,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,oaloutta,1544,441,1919,436,1920,496,1545,501
7,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,gazette,1955,420,2331,415,2332,494,1956,499
8,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,september,2332,414,2767,408,2768,484,2333,490
9,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,21,2792,429,2883,428,2884,491,2793,492
10,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,19109.,2916,423,3063,421,3064,489,2917,491
11,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,n,2567,587,2572,587,2572,594,2567,594
12,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,uri.,2589,587,2607,587,2607,594,2589,594
13,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,wbatheb,1392,695,1743,686,1744,750,1394,759
14,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,and,1804,697,1943,694,1944,748,1805,752
15,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,cbop,2004,688,2175,684,2177,748,2006,752
16,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,kkp,2232,666,2523,659,2525,739,2234,746
17,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,for,1341,850,1437,849,1438,918,1342,919
18,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,the,1456,862,1525,861,1525,903,1456,904
19,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,waok,1574,857,1683,856,1684,904,1575,905
20,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,midng,1726,859,1892,857,1893,909,1727,911
21,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,the,1936,847,2007,846,2008,895,1937,896
22,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,19th,2056,844,2171,843,2172,896,2057,897
23,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,september,2214,841,2477,838,2478,906,2215,909
24,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,1910.,2528,842,2669,840,2670,894,2529,896
25,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,prico,1331,999,1442,999,1442,1036,1331,1036
26,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,of,1432,999,1463,999,1463,1030,1432,1030
27,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,gosmaob,1480,1003,1640,1003,1640,1032,1480,1032
28,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,rico,1655,1003,1735,1003,1735,1032,1655,1032
29,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,ir,1759,1005,1791,1005,1791,1030,1759,1030
30,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,ieru,1399,1042,1517,1042,1517,1079,1399,1079
31,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,per,1520,1045,1581,1045,1581,1078,1520,1078
32,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,rupes.,1594,1045,1709,1045,1709,1077,1594,1077
33,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,rainfall,1020,1071,1167,1068,1168,1102,1021,1105
34,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,at,1194,1072,1229,1071,1230,1099,1195,1100
35,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,nndar,981,1108,1093,1107,1093,1148,981,1149
36,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,station.,1116,1107,1253,1106,1253,1147,1116,1148
37,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,chanotar,1980,1070,2169,1070,2169,1109,1980,1109
38,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,of,2182,1070,2215,1070,2215,1107,2182,1107
39,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,the,2228,1070,2291,1070,2291,1105,2228,1105
40,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,weather,2306,1068,2471,1068,2471,1109,2306,1109
41,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,and,2486,1066,2551,1066,2551,1103,2486,1103
42,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,state,2568,1070,2657,1070,2657,1105,2568,1105
43,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,asd,2670,1068,2741,1068,2741,1105,2670,1105
44,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,pro,2754,1072,2927,1072,2927,1109,2754,1109
45,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,ot,2946,1068,2981,1068,2981,1103,2946,1103
46,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,the,2994,1066,3055,1066,3055,1103,2994,1103
47,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,h,3066,1072,3175,1072,3175,1109,3066,1109
48,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,ete.,3188,1072,3257,1072,3257,1101,3188,1101
49,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,nama,596,1102,703,1100,703,1130,596,1132
50,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,ol,723,1097,762,1096,763,1131,724,1132
51,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,dietrint,769,1099,914,1097,914,1124,769,1126
52,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,this,1297,1161,1407,1161,1407,1198,1297,1198
53,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,weot.,1400,1166,1502,1166,1502,1192,1400,1192
54,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,provu,1566,1161,1719,1161,1719,1193,1566,1193
55,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,weet.,1738,1162,1838,1162,1838,1190,1738,1190
56,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,inches.,1035,1469,1219,1467,1220,1519,1036,1521
57,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,0.62,1085,1541,1197,1543,1196,1596,1084,1594
58,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,weather,1909,1531,2140,1531,2140,1586,1909,1586
59,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,hot.,2162,1528,2265,1528,2265,1584,2162,1584
60,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,weeding,2330,1525,2581,1525,2581,1596,2330,1596
61,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,of,2604,1526,2656,1526,2656,1580,2604,1580
62,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,aman,2676,1525,2840,1525,2840,1596,2676,1596
63,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,paddy,2872,1526,3037,1526,3037,1596,2872,1596
64,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,oommenoed.,3080,1530,3410,1530,3410,1583,3080,1583
65,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,harvosting,1950,1600,2251,1600,2251,1672,1950,1672
66,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,of,2275,1600,2326,1600,2326,1655,2275,1655
67,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,jute,2360,1600,2467,1600,2467,1669,2360,1669
68,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,oontinuing.,2482,1597,2807,1597,2807,1672,2482,1672
69,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,outturn,2877,1597,3095,1597,3095,1672,2877,1672
70,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,and,3135,1598,3234,1598,3234,1650,3135,1650
71,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,pros-,3278,1617,3410,1617,3410,1670,3278,1670
72,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,pects,1948,1680,2083,1680,2083,1747,1948,1747
73,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,of,2102,1672,2173,1672,2173,1747,2102,1747
74,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,jute,2218,1666,2325,1666,2325,1741,2218,1741
75,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,good.,2362,1666,2515,1666,2515,1747,2362,1747
76,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,frospects,2580,1666,2833,1666,2833,1747,2580,1747
77,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,of,2880,1668,2931,1668,2931,1747,2880,1747
78,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,bugarcane,2980,1666,3263,1666,3263,1747,2980,1747
79,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,and,3294,1666,3413,1666,3413,1747,3294,1747
80,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,standing,1948,1745,2181,1742,2182,1816,1949,1819
81,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,crops,2220,1762,2355,1760,2356,1811,2221,1813
82,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,fair.,2398,1740,2509,1739,2510,1796,2399,1797
83,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,no,2580,1742,2661,1741,2662,1794,2581,1795
84,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,cattle-disease,2706,1736,3074,1731,3075,1796,2707,1801
85,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,stooks,3142,1740,3311,1738,3312,1796,3143,1798
86,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,of,3360,1739,3409,1738,3410,1794,3361,1795
87,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,food-grains,1950,1813,2273,1809,2274,1881,1951,1885
88,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,fodder,2298,1809,2471,1807,2472,1867,2299,1869
89,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,and,2494,1811,2589,1810,2590,1866,2495,1867
90,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,water,2614,1817,2763,1815,2764,1866,2615,1868
91,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,suffiaient.,2786,1812,3041,1809,3042,1867,2787,1870
92,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,1,484,1550,535,1549,536,1616,485,1617
93,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,burdwan,584,1548,829,1545,830,1613,585,1616
94,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,11,1378,1536,1469,1535,1469,1604,1378,1605
95,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,114,1716,1534,1805,1536,1804,1597,1715,1595
96,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,weather,1910,1962,2141,1962,2141,2015,1910,2015
97,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,hot,2182,1960,2267,1960,2267,2013,2182,2013
98,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,and,2312,1956,2411,1956,2411,2011,2312,2011
99,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,oloudy.,2456,1956,2649,1956,2649,2021,2456,2021
100,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,rainfall,2738,1954,2959,1954,2959,2009,2738,2009
101,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,at,3006,1958,3055,1958,3055,2005,3006,2005
102,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,rampurhat,3102,1954,3413,1954,3413,2025,3102,2025
103,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_18\calcutta_gazette_else_page_2269.png,1.98,1954,2036,2063,2036,2063,2087,1954,2087
