sort,image,word,x1,y1,x2,y2,x3,y3,x4,y4
0,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,appendix,634,420,1065,422,1065,499,634,497
1,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,to,1102,420,1209,420,1209,493,1102,493
2,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,the,1248,414,1421,415,1421,497,1248,496
3,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,oaloutta,1460,411,1891,413,1891,499,1460,497
4,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,gazette,1920,415,2311,416,2311,503,1920,502
5,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,july,2346,420,2567,421,2567,499,2346,498
6,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,7,2602,430,2699,430,2699,507,2602,507
7,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,1610.,2740,432,2903,433,2903,501,2740,500
8,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,388,3124,424,3259,423,3259,498,3124,499
9,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,japan-krosiu,1324,684,1925,692,1924,766,1323,758
10,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,bast,1926,708,2065,710,2064,755,1925,753
11,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,ooast.,2102,710,2283,712,2282,752,2101,750
12,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,hosoekima,1306,846,1621,846,1621,907,1306,907
13,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,ko-light,1648,844,1953,844,1953,917,1648,917
14,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,established,1976,850,2297,850,2297,911,1976,911
15,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,no.,491,956,623,956,623,1035,491,1035
16,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,809,616,968,743,968,743,1039,616,1039
17,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,(first,760,968,907,968,907,1039,760,1039
18,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,publisation).-the,932,964,1507,964,1507,1039,932,1039
19,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,following,1528,960,1819,960,1819,1039,1528,1039
20,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,partioulars,1844,964,2183,964,2183,1039,1844,1039
21,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,eto.,2208,972,2327,972,2327,1035,2208,1035
22,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,relative,2356,968,2584,968,2584,1027,2356,1027
23,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,to,2608,976,2667,976,2667,1027,2608,1027
24,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,the,2692,972,2787,972,2787,1027,2692,1027
25,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,above,2828,972,3015,972,3015,1039,2828,1039
26,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,irued,3068,976,3247,976,3247,1035,3068,1035
27,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,by,332,1038,409,1038,409,1113,332,1113
28,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,the,434,1042,531,1042,531,1095,434,1095
29,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,british,561,1030,767,1030,767,1111,561,1111
30,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,admiralty,799,1030,1117,1030,1117,1111,799,1111
31,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,(no.,1154,1030,1287,1030,1287,1111,1154,1111
32,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,905,1316,1040,1425,1040,1425,1095,1316,1095
33,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,of,1456,1038,1513,1038,1513,1095,1456,1095
34,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,1910),1542,1038,1733,1038,1733,1107,1542,1107
35,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,are,1764,1030,1863,1030,1863,1093,1764,1093
36,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,republished:,1882,1030,2279,1030,2279,1109,1882,1109
37,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,postion.-on,634,1150,1065,1152,1065,1212,634,1210
38,../Crop_Reports/Bengal Crop Reports PNG/calcutta_gazette_else_folder_7\calcutta_gazette_else_page_692.png,331-foot,1096,1152,1351,1153,1351,1211,1096,1210
