sort,image,word,x1,y1,x2,y2,x3,y3,x4,y4
0,../Crop_Reports/Bengal Crop Reports PNG/calcgaz1912_folder_13\calcgaz1912_page_1836.png,supplement,593,294,1158,294,1158,353,593,353
1,../Crop_Reports/Bengal Crop Reports PNG/calcgaz1912_folder_13\calcgaz1912_page_1836.png,to,1199,297,1301,297,1301,350,1199,350
2,../Crop_Reports/Bengal Crop Reports PNG/calcgaz1912_folder_13\calcgaz1912_page_1836.png,the,1346,297,1521,297,1521,351,1346,351
3,../Crop_Reports/Bengal Crop Reports PNG/calcgaz1912_folder_13\calcgaz1912_page_1836.png,oaloutta,1564,288,2006,288,2006,351,1564,351
4,../Crop_Reports/Bengal Crop Reports PNG/calcgaz1912_folder_13\calcgaz1912_page_1836.png,gazette,2051,292,2454,292,2454,357,2051,357
5,../Crop_Reports/Bengal Crop Reports PNG/calcgaz1912_folder_13\calcgaz1912_page_1836.png,march,2496,291,2793,291,2793,353,2496,353
6,../Crop_Reports/Bengal Crop Reports PNG/calcgaz1912_folder_13\calcgaz1912_page_1836.png,6,2835,297,2887,297,2887,354,2835,354
7,../Crop_Reports/Bengal Crop Reports PNG/calcgaz1912_folder_13\calcgaz1912_page_1836.png,1912,2937,298,3077,298,3077,354,2937,354
8,../Crop_Reports/Bengal Crop Reports PNG/calcgaz1912_folder_13\calcgaz1912_page_1836.png,281,3303,313,3412,317,3410,375,3301,371
9,../Crop_Reports/Bengal Crop Reports PNG/calcgaz1912_folder_13\calcgaz1912_page_1836.png,8,723,3278,853,3277,853,3322,723,3323
10,../Crop_Reports/Bengal Crop Reports PNG/calcgaz1912_folder_13\calcgaz1912_page_1836.png,8,855,3277,869,3277,869,3322,855,3322
11,../Crop_Reports/Bengal Crop Reports PNG/calcgaz1912_folder_13\calcgaz1912_page_1836.png,the,729,1812,730,1721,775,1721,774,1812
12,../Crop_Reports/Bengal Crop Reports PNG/calcgaz1912_folder_13\calcgaz1912_page_1836.png,wenther,728,1710,729,1539,769,1539,768,1710
13,../Crop_Reports/Bengal Crop Reports PNG/calcgaz1912_folder_13\calcgaz1912_page_1836.png,sad,729,1524,730,1445,771,1445,770,1524
