sort,image,word,x1,y1,x2,y2,x3,y3,x4,y4
0,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,400,556,396,685,393,686,450,557,453
1,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,supplement,836,384,1467,387,1467,458,836,455
2,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,to,1508,391,1623,392,1623,452,1508,451
3,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,the,1668,388,1867,389,1867,453,1668,452
4,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,oaloutta,1908,389,2399,392,2399,456,1908,453
5,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,gazette,2468,384,2915,386,2915,466,2468,464
6,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,march,2916,394,3255,396,3255,456,2916,454
7,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,20,3288,397,3395,398,3395,465,3288,464
8,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,1895.,3424,397,3615,398,3615,458,3424,457
9,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,weather,1442,680,1951,680,1951,743,1442,743
10,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,and,2012,684,2211,684,2211,743,2012,743
11,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,crop,2280,682,2535,682,2535,745,2280,745
12,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,report.,2598,682,3005,682,3005,743,2598,743
13,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,for,1464,876,1593,876,1593,933,1464,933
14,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,the,1636,878,1733,878,1733,933,1636,933
15,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,week,1776,880,1929,880,1929,933,1776,933
16,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,ending,1972,878,2183,878,2183,943,1972,943
17,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,the,2226,878,2321,878,2321,931,2226,931
18,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,18th,2354,874,2501,874,2501,931,2354,931
19,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,march,2530,878,2767,878,2767,945,2530,945
20,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,1895.,2816,876,3003,876,3003,931,2816,931
21,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,weather,2082,986,2391,990,2390,1048,2081,1044
22,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,getting,2440,988,2693,991,2692,1061,2439,1058
23,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,sensibly,2744,988,3019,991,3018,1064,2743,1061
24,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,warmer.,3056,1006,3337,1009,3336,1069,3055,1066
25,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,burdwan.-rainfall,724,991,1467,987,1467,1051,724,1055
26,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,at,1496,995,1565,995,1565,1046,1496,1046
27,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,sadar,1594,990,1795,989,1795,1045,1594,1046
28,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,02.,1848,991,1969,990,1969,1047,1848,1048
29,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,being,558,1064,753,1064,753,1133,558,1133
30,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,pressed.,780,1066,1043,1066,1043,1133,780,1133
31,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,potatoes,1132,1060,1429,1060,1429,1133,1132,1133
32,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,and,1458,1062,1589,1062,1589,1119,1458,1119
33,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,other,1616,1060,1797,1060,1797,1119,1616,1119
34,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,rabi,1854,1066,1993,1066,1993,1119,1854,1119
35,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,crops,2032,1078,2211,1078,2211,1133,2032,1133
36,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,are,2266,1078,2373,1078,2373,1115,2266,1115
37,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,being,2430,1060,2621,1060,2621,1133,2430,1133
38,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,harvested.,2654,1060,3021,1060,3021,1119,2654,1119
39,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,prioe,3112,1060,3293,1060,3293,1119,3112,1119
40,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,of,3330,1062,3401,1062,3401,1119,3330,1119
41,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,common,3434,1060,3723,1060,3723,1121,3434,1121
42,../Crop_Reports/Bengal Crop Reports PNG/cg1895p1_folder_8\cg1895p1_page_417.png,rice,3772,1064,3899,1064,3899,1121,3772,1121
