District,x1,y1,x3,y3,Date,Raw_Text
24-Parganas,1984.0,1984.0,3984.0,2568.0,1914-12-09,:weather seasonable. oondition of winter rice and rabi crops is not favourable. fodder and wiater sutticient. no large export or import is reported. no cattle-. disease.
Nadia,1976.0,2488.0,3976.0,3080.0,1914-12-09,weather seasonable. prospects of aman paddy and rabi crops ure unfavour- able for want of rain. fodder ad water are sufficient. no large import or export is going on. reported. no cattle-disease is
Murshidabad,1984.0,3088.0,3984.0,3816.0,1914-12-09,weather seasonable. cattle-disense is from farraka samserganj mirzapur lalgola and ragbunathganj (sudar). condition of stauding crops is not bad. no reported (jangipur) and daulatabad fodder andl wilter are sufticient. large export or import is roported.
Jessore,1968.0,3800.0,3968.0,4240.0,1914-12-09,weather seasnonable. prospects of winter rice are unfavourable. wanted for rabi crops. rain is badly
Khulna,1928.0,4240.0,3928.0,4992.0,1914-12-09,weather sensonable. winter paddy continues. the prospects of standing crops are not favourable for want of rain. winter paddy on high lands is drying up. the crop is also being damaged in satkhirm by majra insects. sufficient. from thana harveyting of fodder and water ure cattle-disease is reported
Burdwan,2016.0,4992.0,4016.0,5600.0,1914-12-09,weather seasonable. irrigution for sugar- cane and potatoes continaus. ing of winter rice is iu progress. standing crops are suffering for want of rain. thanas asansol mangalkote and barakar. fodder and water are sufticient. harvest- the cuttle-disease is reported from
Birbhum,1920.0,1064.0,3920.0,1616.0,1914-12-09,weather seasonable. condition of stand- ing crops is. not fodder and water are suffloient. cattle- disease is reported from thanas dabrajpux and suri. very favo urable.
Bankura,1976.0,1624.0,3976.0,2136.0,1914-12-09,harvesting winter rice is progressing. condition of atanding crops is fair. fodder and water cattle-disease weuther seasonable. of are sufficient. no is reported.
Midnapore,1976.0,2072.0,3976.0,2544.0,1914-12-09,weather seasonable.
Hooghly,1968.0,2544.0,3968.0,3272.0,1914-12-09,warm in. the day and cool ut night. ploughing for and sowing of are going on. of winter rice is poor owing to droug ht. harvesting of winter pddy is in fodder weather rabi crops condition und sutficient. no cattle-disease is reported. progress. water are
Howrah,1976.0,3264.0,3976.0,4032.0,1914-12-09,condition of standing paddy orop is not favourable. outturn is estimatedjut 62 per cent. hurvesting is going on. rice is rising. fodder and food-grains are sufficient. cattle-disease is reported from panchla and ulubaria thanas. price of
Rajshahi,1976.0,3920.0,3976.0,4560.0,1914-12-09,weuther standing crops are fair on low lands and poor on high lands. sowing of rabi crops continues. stocks of food-grains and fodder are sufficient. seasonable. prospects of
