District,x1,y1,x3,y3,Date,Raw_Text
Burdwan,1904.0,1416.0,3904.0,2088.0,1911-07-26,| rainfall at kalna 2-61 at katwa 0-28 inoh and at raniganj nil. for transplantatiou. condition of sugarcane and jute good. no cattlo-disoase grains fodder and drinking water sufficient. prioes rising. common rioe selling at 1l seers per rupee at kalna at 12: buers ut katwa and at 11 soers at nsol. more rain wanted weather hot. stooks of food-
Birbhum,1896.0,2056.0,3896.0,2624.0,1911-07-26,weather hot winter rice of raiufall at rampurhat 030 inch. and oloudy. trunsplantation continuing but retarded for want of rain whioh is urgontly wanted. fodder and water sufficient. no cattle-disoase. conmon rice sellng at 12 buers per at rampurhat.
Bankura,1992.0,2640.0,3992.0,3096.0,1911-07-26,woatlior hot. raiufall at vinhuupur ()-39 inoh. transpluntation of aman paddy retarded for want of sufficient rain. fodder and water sufficient. no attle-dusaase. common rioe elling at 123   rupee at vishnupur.
Midnapore,1976.0,3128.0,3976.0,4032.0,1911-07-26,raiufall at ocontai l37 ut tamluk 037 and at ghatal 0:02 inch. of wintor rice muoh retarded for want of rain. sowing of jute finished in oontai uud its prospects reported good from all places except mohonpur and lingla. cattle-diseuse reported from khedgree chandrakona und keshpur thanas. wator sumiorent except at pingla. want of water ie felt at midnupore too. common rioe seiling ut 14 seers per rupee at contai at i2 seers at tamluk and at i2 seers at ghatal. weather hot. transplantation 6. fodder and
Hooghly,1960.0,4024.0,3960.0,4496.0,1911-07-26,rainfall ut serampore 2-08 and at arambagh 1-87 inches. for rice transplantation. weeding of jute oontinu- ing. cultivation of jute fair. fodder and water sufficient. common rioe belling at 11 seers per rupue at serampore. rain wanted weather unscasonably hot. no oattle-disease.
Howrah,2008.0,4504.0,4008.0,5000.0,1911-07-26,rainfall at ulubaria nil. weather hot. sky oloudy.  rain wanted. retarded for want of rain. prospeots of jute not fair. buthcient. progress of transplantation fodder water and stocks of food-grains
24 Parganas,1928.0,4944.0,3928.0,5712.0,1911-07-26,rainfail at diamond harbour nil at barasat 0-17 ut basrbat 0:97 inoh and at more rain wanted every where. and weeding of winter rice oommenced. of jute fair. conditiou of cattle good. fodder and water sufficient. common rioe selling at 11 seers per rupee at diamond harbour at 10 seers at barasat at il seers at basirhat and at 104 seers at barrackpore. rraokpore n. transplantation vondition
Nadia,1976.0,1032.0,3976.0,2136.0,1911-07-26,| bainfall at kushtia 2-96 at ranaghat 2:10 at meherpur 5-14 and at ohuadanga 5-35 inoches. weeding of ans paddy and jute oontinuing. trans- plantation of aman paddy ountinuing exoept in kushtia. rainfall and weather favourable for jute in the meherpur and chuadanga subdivisions. jate thriving in the ranaghat subdivision but more rain wagted. prospeots of standing orops good. stocks of food-grains fodder and water suffioient. cettle- disease reported from gangni thana. oommon rice solling at 9 soers per rupee at kushtia at 1l seers at ranaghat at 10h seers at meherpur and at 10 soers at chuadangu.
Murshidabad,1800.0,2128.0,3800.0,3008.0,1911-07-26,rainfall at kaudi 0:961 at lalbagh 1:22 and at juugipur 1-34 inchos. weather hot. some injury to standing crops by insects reported in beldanga thana. raninagar thana. damage done to standing orops by rain and floods in saktpur thanu. jute suffering fronm want of rain in kaudi subdivision. cattle- pox repurted from thana khargram. common rice seling at 13 seurs per rupee at kandi at li seers at lalbagh and at 12} seers at jangipur. agricultural operations behindhand in
Jessore,1912.0,3000.0,3912.0,3648.0,1911-07-26,ramfall at jhenidalh 379 at magura 2:92 at narail 2 14 and at bangaon (67 iuches. weather prospects of stauding orops good. stocks of food- no cattle- oonditiou of agrioultural stook good. seasonable. condition of jute fuvourable grains fodder and wuter suflioient. disease. price of oomunon rioe stationary.
Khulna,1920.0,3648.0,3920.0,4352.0,1911-07-26,kainfall at bugerhat 2-78 and at satkhra 3-62 iuohes. weather sultry. transplantation of aman paddy tillage. condition of jute and other standng orops fair. cattle-disease oommon rio6 selling at 12 seers per rupee at bagerhat and at 93 soers at satkhira. contimuing. lands beiug prepared for food-stocks fudder and water sutficient. from rampal thana. orted
Patna,1912.0,4352.0,3912.0,5064.0,1911-07-26,rainfall at bihar 0-25 and at dinapore 2-63 inohes. weuther hot and cloudy with west winds. sowing bhadut and paddy crops oontiuuing. urgently wunted. condition of agrioultural stook good. fodder and water sufficieut. dinapore police-station. cominou rice selling at 12 ers per rup ut barb at 13 seers at bibar and at 11 soers at rain standing crops doing well. of cattle-disease reported from
