District,x1,y1,x3,y3,Date,Raw_Text
24-Parganas,1800.0,2080.0,3800.0,2568.0,1914-08-12,weather seasonable. sutticient reported. condition of condition of jute and winter rice is good. fodder and water no large export or import is cattle is good.
Nadia,1872.0,2600.0,3872.0,3432.0,1914-08-12,| weather seayonable. the prospects of aus paddy are good and those of jute are not favourable owing to damage by insects. transplantation of winter rice is going harvesting of continues. no on. aus fodder and water are sufficient. large import or export 1s going on. cattle-disease is reported thana. from sadar
Murshidabad,1952.0,3432.0,3952.0,4264.0,1914-08-12,seasonable. cattle-diseuse nabagram (lalbagh) sati samserganj mirzapur and raghu- nathganj (jangipar) khargram (kandi) and suficient. no export or import 18 reported. jute in some tracts continues to be damaged by insect-pests. condition of other standng crops is fair. wcather is reported from and daultabad (sadar). fodder water are
Jessore,1896.0,4264.0,3896.0,4840.0,1914-08-12,weather seusonable. jute pests have disappoared from bangaou subdivision. harvesting of on : outturn is fair. transplantation of winter the district. price of rice is stationary. aus and jute is going rice is in progress throughout.
Khulna,1904.0,4872.0,3904.0,5736.0,1914-08-12,| weather seasonable transplantation of winter paddy and harvesting of jute and aus paddy continuo. the prospects of jute and broad-cast aman paddy and autumn rice are good. cattle-disease is reported morrelganj rampal sarankhola and kachua. fodder and water are suffi- from thanas paikgach ha 1 cient.
Burdwan,1952.0,1040.0,3952.0,1912.0,1914-08-12,weather quasonable winter rice 1s still going on. the condi- tion of jute and other standing orops is good attle-disease is reported from the raina asansol raniganj and kutwa thanas fodder and water are suflicient. transplantation of and furidpur police-station.
Birbhum,1952.0,1912.0,3952.0,2592.0,1914-08-12,weather tranfsplantation of seedlings are going on. fodder and water are sufficient. caltle- disease is reported from thana labpur. seasonable. ploughing and 1
Bankura,1984.0,2592.0,3984.0,3160.0,1914-08-12,weather seasonable. winter paddy continues. fodder and transplantation of | water are sufficiont. cattle-disease is reported from onda polico-station.
Midnapore,2032.0,3208.0,4032.0,4104.0,1914-08-12,weather hot and cloudy. transplanting of winter paddy is going on. aus paddy has been damaged in tamluk by excessive rain. prospects of jute are good in contai and tumluk bt fair in ghatul. fodder and water are sufficient except in some places in contai. cattle-dsease. no
Hooghly,1992.0,4136.0,3992.0,5136.0,1914-08-12,! weather cool with occasional showers. transplantation of winter paldy is going on jute is being cut and steeped. slight damage to standng crops is reported from pursma thana owing to recent flood. fodder and water are sufficient. cattle-disease 18 reported except in thana chanditala. no
