District,x1,y1,x3,y3,Date,Raw_Text
24-Parganas,2056.0,1880.0,4056.0,2480.0,1912-11-13,weather scasonable. steeping of jute still continues at barasat and barrackpore. sowing of rahi crops has commenced at diamond condition of cattle is guod. fodder and water are sufficient. harbour and basirhat.
Nadia,2120.0,2560.0,4120.0,3328.0,1912-11-13,weather seasonable. sowing of rabi of is in progress. harvesting aman paddy continues in khoksa thana. prospects of standing crops are good. stocks of food-grains fodder and water cattle-discase is crops are sufficient. no reported.
Murshidabad,2128.0,3400.0,4128.0,4040.0,1912-11-13,weather warmer. sowing of rabi crops is going on.
Jessore,2120.0,4056.0,4120.0,4768.0,1912-11-13,seasonable. rabi weather being sown. the prospects of standing crops are good. fodder condition of agricultural stock is good. no cattle-disease. crops it re stocks of food-grains su flicient. and water are
Khulna,2096.0,4768.0,4096.0,5528.0,1912-11-13,weather seasonable. ploughing for rabi crops continues. sowing of rape and mustard is in progress. steeping of jute still continues in satkhira. inouth disease is reported from mollahat thana. foot-and-
Burdwan,2032.0,1008.0,4032.0,1832.0,1912-11-13,prospects of winter rice and sugarcane are good except in asansol. sowing of rabi crops continues. stocks of food-grains fodder and water are sulticient. cattle- disease is reported from police-stations purbasthali memari barakur sahebganj and jamalpur
Birbhum,2024.0,1832.0,4024.0,2296.0,1912-11-13,weather seasonable. harvesting of early (1man paddy continues. | standing crops are good. water are sufficient. prospects of fodder und no cattle-discase.
Bankura,2032.0,2352.0,4032.0,2752.0,1912-11-13,weather seasonable. sowing of rabi crops continues. well. fodder and water are sufficient. no cattle-disease. standing crops are doing
Midnapore,2000.0,2752.0,4000.0,3336.0,1912-11-13,weather seasonable. sowing of summer rice has not yot commenced. crop has been slightly cyclonic weather. fodder and water are suflicient. no cattle-disease is reported. winter damaged by
Hooghly,2048.0,3352.0,4048.0,3960.0,1912-11-13,weather seausonable. fodder and water are suflicient. winter paddy is being reaped in arambagh sowing of rubi crops is still going on. condition of standing crops is good. cattle-disease is subsiding in the sadar sublivision.
Howrah,2040.0,3904.0,4040.0,4400.0,1912-11-13,the prospects of weather seasonable. standing crops are very fair. fodder and water reported. are sufficient. no cattle-disease
Rajshahi,2016.0,4472.0,4016.0,5064.0,1912-11-13,weather seasonable. prospects of standing crops have improved by recent rain. lands are being prepared for rabi crops. harvesting of jute is nearly finished. stocks of food-grains and fodder are sufficient.
Dinajpur,2064.0,5064.0,4064.0,5696.0,1912-11-13,: weather seaso nable. sowing of rabi crops continnes. prospocts of winter paddy are fair except in balurghat subdivision. fodder and water are sufficient. export of paddy contimues except at thakurgnon. . no cattle-disease.
Jalpaiguri,2040.0,1152.0,4040.0,1888.0,1912-11-13,weather seasonable and favourable for cultivation and sowing of rabi crops. prospects of fodder and water and stocks of food- grains are suflicient. winter rice are fair.
Darjeeling,1976.0,1888.0,3976.0,2656.0,1912-11-13,weather seasnonable. hills-bhadoi crops are doing well. terai-potatoes are being winter rice crop is doing well. sowd. i prospects are good. lands are being prepared for rabi crops. the price of maize is 12 seers per rupae.
Rangpur,2064.0,2824.0,4064.0,3360.0,1912-11-13,weather seasonable. prospects of standing are good. sowing of nustard (pops and potatoe has commenced. field is i being prepared for rabi crops. and water are sutlicient. fodder
Bogra,1984.0,3424.0,3984.0,4120.0,1912-11-13,fiells are being sowing of  weather seasonable. prepared for rabi crops. pulses continues. prospects of standing erops are good. stocks of food-grains and fodder are sufficient.
Pabna,2000.0,4264.0,4000.0,4936.0,1912-11-13,weather seasonable. harvesting of jute is completed. prospects of standing crops are fair. fields are boing prepard for rabi crops which are being sown. .
Malda,2024.0,4976.0,4024.0,5672.0,1912-11-13,weather seasonable prospects of winter rice are fair. sowing of pulses still continues in places. fields are being prepared for rabi crops. disease. ! no cattle folder and water are suflicient.
Cooch Behar,2048.0,1080.0,4048.0,1680.0,1912-11-13,weather seasonable. prospects of stand- ing crops aro favourable. washing of jute continues. cultivation of lands for tobacco aud mustard and transplantation of tobacco seed lings are going on.
Dacca,2008.0,1784.0,4008.0,2376.0,1912-11-13,weather seasonable. prospects of stand- ing crops are good. harvesting of winter rice has commenced. fodder and water ure available. no cattle-disease reported.
Mymensingh,1928.0,2512.0,3928.0,2968.0,1912-11-13,weather seasonable. prospects of stand- ing crops are good. no cattle-discase. prices of food-stuffs are almost station- ary. fodder and water are sutlicient.
Faridpur,2048.0,3408.0,4048.0,3680.0,1912-11-13,weather seasonable. prospects of stand- ing paddy crops are hopeful.
Bakarganj,2032.0,4168.0,4032.0,4608.0,1912-11-13,} weather seasonable. prospects of stand ing crops are good. stocks of food-grains and fodder are disease. sufficient. no cattle-
Chittagong,2072.0,4992.0,4072.0,5552.0,1912-11-13,weather seasonable. sowing of rabi crops has begun in some places. prospects of standing winter rice crop are good. fodder and water are cattle-disease. sufficient. no
Tippera,1976.0,1128.0,3976.0,1768.0,1912-11-13,weather seasonable prospects of stand- ing crops are good. harvesting of winter rice has commenced in places. stocks of food-grains are normal. water are safficient. no cattle-disease is reported. fodder and
Noakhali,2008.0,1896.0,4008.0,2312.0,1912-11-13,weather seasonable. prosp ets of stand- ing crops prepared for rabi crops. are good. fields are being
Chittagong Hill Tracts,1960.0,2568.0,3960.0,3152.0,1912-11-13,weather foggy in the morning but very hot in day. harvesting of cotton and til crops of jhum has begun. no cattle- disease.
