District,x1,y1,x3,y3,Date,Raw_Text
Burdwan,2056.0,1560.0,4056.0,2240.0,1911-08-16,rainfall at kalna 4.56 at katwa 0:65 and at rapi- gavj 1-66 inohes. good but not general. transplantation of paddy seedlings resumed. good. no osttle-disease. stooks of food-grains fodder and water suffioient. oommon rice selling at 11 seerr a and at 101 deer at asansole. weather seasonable. rainfall prospects of sugaroane and jute tupee at kalna at 11 seers at katwa
Birbhum,2008.0,2256.0,4008.0,2720.0,1911-08-16,rainfall at rampurhat transplant&tion briskly going on. suffioietit: no oattle-disense. at 12 sr t  at rampuhat. 8.53 inohes. weather hot. fodder and water common rice selling
Bankura,2080.0,2640.0,4080.0,3176.0,1911-08-16,rainfallat vishiqupur 2-19 inohes. able with obossional rain. paddy in full swing. fodder and water suffioient. common rice selling at 11 seers a rupee at vishnu- weather season- transplantation of pur.
Midnapore,2080.0,3128.0,4080.0,4344.0,1911-08-16,rainfall at oontai 5-29 at tamluk 272 and at ghatal 3-24 inohes. weather hot. transpantation of winter rloe progressing and prospoots improved by recont rainfall. more rain still wanted. oondition of autumn rioe slightly improved but rain has come too late to repair damage already done. condition of jute reported bad from contai and mohonpur and good from ghatal gopiballavpur keshpur salboni and tamluk. oattle-diseaso reported from khedgree honris oontai sutahata andigram maisadal chandrakona mohanpur and nuraingarh. fodder and water sufficient. common rice solling at 12   rup at oontai at 11 seers at tamliuk and at 11 seers at ghatal.
Hooghly,2096.0,4248.0,4096.0,4920.0,1911-08-16,rainfall at serampore 0:88 and at arambagh 3:81 inches. raiufall not suitioient. transplantation of aman paddy rotarded for want of rain. weeding of jute oontinuer. fodder and water sufficient. oondi- tion of jute fair. no oattle-disease. common rioe selling at 10 seers a rupoe at serampore
Howrah,2136.0,4880.0,4136.0,5320.0,1911-08-16,rainfall at ulubaria l94 inches. weather hot; sky oloudy. raius badly wanted. transplantation retarded for want of rain. prospeots of jute aver- fodder water and etooks of food-grains age suffioient.
24 Parganas,2120.0,5360.0,4120.0,6120.0,1911-08-16,rainfall at diamond harbour 4-27 at basirhat 3:45 at barraok po 0-72 nd at barasat 3-10 inghes. more rain wanted everywhere. transplantation of winter rioe going on briskly exoupt in barraok. pore and parts of sadar where rainfall has been insufficient. condition of jute good. fodder and water suffioient. commun rioe xelling at 10 seers a rupee at basirhat barrackpore and barasat und at 11 8eers at diamond harbour.
Nadia,2008.0,1152.0,4008.0,2360.0,1911-08-16,rainfall at kushtia 2-39 at ranaghat 510 at inches. ohuadanga 57 and at meherpur 1-65 transplantstion of aman paddy almost oompleted exoept in south of the distriot but more rain wanted. reaping of aus paddy and jute oommenoed in plaoes in meherpur and kuahtia. growth of jute and aus paddy retarded for want of timely rainfall in ranaghat. jute reported damaged by insect-pests in thane ranaghat. prospeots of standing orops genorally good. stooks of food-grains fodder and water sufficient gangani and tebatta. common rioe selling at 92 beers a rupee at kushtia at 11 seers at ranagbat at 10 8eefs at omuadanga and at 10* s at osttle-disease orted from thana
Murshidabad,2024.0,2336.0,4024.0,2976.0,1911-08-16,at lalbag 7-40 at kandi 4-62 and at jangipur 4:06 inohes prospects of bhadoi paddy reported wanted in parta of sadar and kandi subdivision. oattle-disease reported from suti ragbunathganj and lalgola thanas in jangipur. common rice selling at 11 and unfavourable in lalbag. more rain seers a rupee at lalbag at 12 seers at
Jessore,2016.0,2960.0,4016.0,3904.0,1911-08-16,rainfall at jhenidah 4 58 at magura 2.01 at narail 3:24 and at bangaon l58 iuches. weather boasonable. standing orops good. harvesting and steeping of jute going od in plaoes. oondition of jute favour- able. in bangaon for want of rain. stooks of food- grains fodder and water suffioient. disease. oondition common jhenida at 12 secrs at magurah at 1l soers at narail aud at 11 seers at rainfall general. condition of trausplantation of aman paddy retarded of agrioultural rioe selling at 12 soors no cattle- stook good. a rupue at
