District,x1,y1,x3,y3,Date,Raw_Text
Burdwan,1832.0,1368.0,3832.0,1832.0,1910-07-13,transplantution of paldy going briskly. more rain wanted fur high lands. condition of sugarcane and jute satisfactory. cattle-disoase not reportod from a1:ywhere. fodder water and food-stocks suflioient.
Birbhum,1816.0,1832.0,3816.0,2256.0,1910-07-13,weather hot and eloudy. inches more rain urgontly wanted. transplanta- tion commenoed at soine places. no oattlo-diseaso. fodder and sufficiont. ainfall at rampurhat 2:00
Bankura,1840.0,2320.0,3840.0,2816.0,1910-07-13,rainfall at vishnupur l31 inches woather oloudy. more ruin wanted. fodder and water sufficient. no cattle-disease reported.
Midnapore,1768.0,2824.0,3768.0,3496.0,1910-07-13,weather hot and oloudy. rainfall at contai 3:49 at tamluk 2 03 and at ghatal (:91 inch. more rain wuntel. transplantation of winter rice contiuuing. prospects of juto und sugareane good. cattle-disease in one thaun fodder and water r sutfi0ient. common rico solling at 13 soers a rupec at oontai 11 seers at tamluk aud at 11} soers at ghatal.
Hooghly,1760.0,3496.0,3760.0,3912.0,1910-07-13,weathor hot. more rain urgenfly needod. prices of food-grains almost stationary. stucks of food-grains sufficient. and aus paddy doing well. prospects of juto fair. no cattio-disease. fodder and water suflicient. no likelihood of scarcity. jute sugar-
Howrah,1784.0,3912.0,3784.0,4312.0,1910-07-13,weather soasonulble. sky cloudy. transplantation of paldy progrossing slowly. more rain wanted. lrospects of aus puddy and juto fair: that of sugar- cune and vegetables good. stooks of food-grains fodder aud water sufficient.
24 Parganas,1784.0,4312.0,3784.0,4984.0,1910-07-13,weather sensonable. rainfull general. more rmin wanted evory whero spooiully in the sundorban tracts. transplantation and woodu:g of aman puddy going juto plants not thriving well at places for want of moisture. common rice selling at 11 seurs por 1upeo at busirhat at 11 seers barrackporo al 11 seers at barusat aud ut 13% seers at diumuond harbour. on. at
Nadia,1784.0,5040.0,3784.0,5928.0,1910-07-13,()*60 at meherpur l11 at. ranaghnt lti7 and at chadanga 163 inches. woeding of lutumn riou and jute continuing. sugarcano plants doing well. traus ina auifon of uman paddy retarled for want of rain in the tbriving. prospects of standing erops good. irioes of staplo food-graius stationary. stocks of food-ginins foider no cuttlo-disease reported. | rainfall at kushtia ranaghat buldivision. jute crops and water sufficaent. no cattlo-disease reported.
Murshidabad,1840.0,1064.0,3840.0,1512.0,1910-07-13,weather cloudy. lalbagh 112 and at jangipur 0-63 inoh. trans- plantation of winter rioe going on. keeuly felt. standing crops doing well. disease reported from the kaudi subdivision. rainfall at kandi 075 at want of rain cattle-
Jessore,1928.0,1512.0,3928.0,2176.0,1910-07-13,rainfall at jheuida 066 at wenther seasonable. narail 2 80 and at bongaon 124 inohos. rainfall not general. rain badly wanted in the bangaon mugura aud sadar subdivision for transplantation of amin paddy. condition of juto favourablo. stooks of food-grains fudder and water suffioient. cattle-disease reported from narail. condition of agrioultural stook good.
Khulna,1888.0,2176.0,3888.0,2552.0,1910-07-13,weather seasonable. at satkhira l-83 inohos contiuuing. irospects of juto and other stonding orups fair. moro rain urgently wanted. rainfull at bagerhai 2:41 and sowing of winter rice
Patna,1920.0,2552.0,3920.0,2928.0,1910-07-13,wenther hot and oloudy. sowing of bhadoi crop: aud paddy going on. condition of agrioultural stook good. foddor and wator for oattle sufficiout. no cattle-disuaso. standing orops doing well
Gaya,1928.0,2960.0,3928.0,3344.0,1910-07-13,weather clouly with ocasionnal rainfall. doing woll. guing on. from two thanas in the jehanabad subdivision fodder and water sufficient. sugarcane sowing of paddy and bhados crop: outtle-diseuse reportec makai not sold.
