District,x1,y1,x3,y3,Date,Raw_Text
Burdwan,1856.0,1352.0,3856.0,2056.0,1911-03-01,weather hot at noon and cool at night. harvosting of rabi orops and pressing of eugarcano continuing. cattle-disoase reportod from rayna and asansole thanas. stooks of food-grains foddor and drinking water suftioient. common rico selling at 144 seurs per rupee at katwa and at 12 seers at asansol. report from kalna not received.
Birbhum,1920.0,2016.0,3920.0,2400.0,1911-03-01,weather seasonable. foddor and water auffioiont. no cattle-disensu. common rios selling at 13} avers per rupee at rampurhat.
Bankura,1896.0,2376.0,3896.0,2792.0,1911-03-01,seasunablc. prossing of sugaroano going fodder and water sutliciont. oommon rioo selling at 13 seers per rupoe at vishaupur. weuther on.
Midnapore,1840.0,2824.0,3840.0,3552.0,1911-03-01,weather seasonablo. harvesting of wintor paddy almost finished. prospeots of sugarcaue tobacco mustard und r d three thanas mohanpur. common rioe selling at 15 soers per rupee at contai at 12  t tamluk and at 13} seers at ghatul. no oattlo-disease excopt in fodder and water sufficient except in
Hooghly,1920.0,3488.0,3920.0,4000.0,1911-03-01,weather seasonable. food-stooks aufficient. thresh- ing of winter paddy and harvesting of potatoes continuing. fodder and water eufficient. condition of rabi orops good. no cattle-disease. oommon rice selliug at 11 seers per rupee st seramporo.
Howrah,1904.0,4088.0,3904.0,4608.0,1911-03-01,weather sesonable. sky olear. condition of stand- ing crops good. stooks of food-grains foddor and water suttioient. common rioe selling at l0{ soors per rupoe at ulubaria.
24 Parganas,1840.0,4504.0,3840.0,5048.0,1911-03-01,geasonable. harvesting of rabi crops weather continuing. common rioo selling at 11 80ors por rupee at barraokpore at 11 beers at baraset at 13  at basirhat and at 13 eors at diamond harbour.
Nadia,1920.0,5128.0,3920.0,5880.0,1911-03-01,prospeots of standing crops fair. lands being pre- pared for bhadoi paddy and jute. harvesting of oilseeds and pressing of sugarcano contiuuin3. stooks of food-grains fodder and water sufioient. cormmon rice selling at 11 seers per rupee at ranaghat and kushtia at 12 boert at chuadanga and at 12to seers at meherpur. no oattle-dishuse.
Murshidabad,2032.0,1040.0,4032.0,1464.0,1911-03-01,oommon rice rolling at 14 seers por rupee at kandi 13 seers at jaugipur and at 12 eers at lalbagh.
Jessore,1936.0,1432.0,3936.0,2208.0,1911-03-01,condition of standing orops no cattle- agrioultural stook good. weather seasnable. good. fodder and water bufioient. disease. common rice olling at 124 s er r at jhenidah at 12 seers at magura at 13 seera at narail and at 12 seers at bangaon. condition of
Khulna,1936.0,2160.0,3936.0,2624.0,1911-03-01,weather seasonable. prospeots of standing orops fair. food-stocks fodder and water sufficient. no oattle- disease. oommon rioe selling at 14 seers per rupee at bagerhat and at 12 seers at satk hira.
Patna,1936.0,2720.0,3936.0,3384.0,1911-03-01,weather harvesting of paddy over. pressing of sugarcane going on. agrioultural stook good. fodder and wator sufficient. no cattle-disease reported. common rioe selling at 14 soers per rupee at barh and dinapore and at 15 rs at bihar. asonable. rabi orops doing well. planting oommenced. condition of
