District,x1,y1,x3,y3,Date,Raw_Text
Burdwan,2085,1450,3955,1845,1/12/1910,the light shower likely to be beneficial to the rabi cropr. weather oloudy. stopped for the rain. no cattle-disease. stooks of food-grains fodder and water suffioient. harvesting of an paddy
Birbhum,2010,1855,3970,2245,1/12/1910,weather cloudy. rainfall harvesting of winter paddy continuing. standing crops doing well. no cattle-disease. fodder and water suffioient. at rampur ht nil.
Bankura,2090,2295,4085,2700,1/12/1910,weather prospects of rabi orops and sugarcane fair. fodder and water suffioient. no cattle-disease. conditiod of agrioultural stook fair. oloudy. rainfall at vishnupur nil.
Midnapore,2095,2730,4035,3415,1/12/1910,rainfall at contai 0*17 at tamluk 2:42 and at ghatal 0*08 inohes. of winter rioe almost over. rice still continuing. prospects of rabi orops and bugaroane midnaporo thana. common rioe selling at 14 rs per rupe at jontui at 10 seers at tamluk and at 13 seers at ghatal. weather oloudy. harvesting transplantation of boro cattle-disease reported from fodder and water sufficient. good.
Hooghly,2100,3440,4080,3940,1/12/1910,prices of food-grains stationary. weather oold. stooks of food-grains suffioient. prospeots of rabi orops potatoes and sugaroano fair. harvesting of winter paddy still going on in somo plaoes. no cattle-disease. fodder and water suffioient.
Howrah,2115,4015,4085,4450,1/12/1910,weatber oloudy. harvesting of winter rice nearly completed. prospeots of rabi crops and sugarcane fair. suficient. stocks of food-grains fodder and water
24 Parganas,2085,4505,4050,4990,1/12/1910,weather oloudy. selling at 9; ers a rup at barasat at l1} seers at basirhat at 9 seers at barraokpore and at 10  at diamond harbour. prospeots good. common rice
Nadia,2115,5050,4000,5660,1/12/1910,at meherpur 0-03 inch and at other subdivisions nil. harvesting of winter rioo almosi finished and that of kalar and mung oontinuing. prospects of standing orops good. stooks of food-grains sufficient. ranaghat and damurhuda. prices stationary. and water cattle-disonse reported from thanas and fodder
Murshidabad,2070,1015,3955,1435,1/12/1910,sky overcast and weather foggy. harvesting of haimantik paddy still going on in several plaoes. fodder aud water sutfioient. conditiou of rabi no cattle-disense. orops fair.
Jessore,2085,1440,4010,1915,1/12/1910,weather cloudy. of winter rioe going on. prospocts of rabi cropa fair. stocks of food-grains and foddor and water suffioient. no cattle-diseuse. condition of agricultural stook good. rainfall not general. harvesting
Khulna,2075,1960,3975,2305,1/12/1910,rainfall at bagerhat 0-06 and at satkhira 0:44 inoh. woather in the boginning seasonable and towards the end rainy oloudy and ohilly. prospeots of standing  good.
Patna,2105,2400,4010,2835,1/12/1910,weather oold and somotimes cloudy. paddy still being harvested. pressing of sugarcane going on. rabi orops doing well. condition of agricultural stook good. fodder and water sufficient. osttle- disease roported from naubatpur police-stution.
Gaya,2085,2860,3985,3330,1/12/1910,weather soasonable and oloudy. rabi orops promis- ing well. harvesting of winter rice nearly finished. lunds being ploughed for sugaroane. reported from the sadar and aurangabad subdivi- sions. fodder and wuter for oattle suttivient. cattle-disease
